Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,30 to 34 years old,-,-,14.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,35 to 39 years old,-,-,15.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,40 to 44 years old,-,-,13.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,20 to 24 years old,-,-,16.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,45 to 49 years old,-,-,13.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,15 to 19 years old,-,-,22.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,214,Dominican Republic,2013,Female,25 to 29 years old,-,-,18,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,218,Ecuador,2011,Female,15 to 49 years old,-,-,10.8,-,-,Percentage,Country adjusted data,-,~ENDIREH methodology; women aged 15+,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,15 to 49 years old,-,-,6.7,-,-,Percentage,Country adjusted data,-,based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64; 2017 data available but does not include age-disaggregated data,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,30 to 34 years old,-,-,7.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,35 to 39 years old,-,-,5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,40 to 44 years old,-,-,10.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,20 to 24 years old,-,-,9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,45 to 49 years old,-,-,7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,15 to 19 years old,-,-,7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,222,El Salvador,2014,Female,25 to 29 years old,-,-,5.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,15 to 49 years old,-,-,8.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,30 to 34 years old,-,-,9.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,35 to 39 years old,-,-,7.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,40 to 44 years old,-,-,7.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,20 to 24 years old,-,-,11.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,45 to 49 years old,-,-,4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,15 to 19 years old,-,-,8.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,320,Guatemala,2015,Female,25 to 29 years old,-,-,9.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,332,Haiti,2017,Female,15 to 49 years old,-,-,13.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,332,Haiti,2017,Female,30 to 34 years old,-,-,14.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,332,Haiti,2017,Female,35 to 39 years old,-,-,13.2,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,332,Haiti,2017,Female,40 to 44 years old,-,-,8.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,332,Haiti,2017,Female,20 to 24 years old,-,-,19.3,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Latin America and the Caribbean,332,Haiti,2017,Female,45 to 49 years old,-,-,5.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
